year,title,published_at,updated_at,category,nominee,artist,workers,img,winner,song_name
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,record of the year,bad guy,billie eilish,"Finneas O'Connell, producer; Rob Kinelski & Finneas O'Connell, engineers/mixers; John Greenham, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Billie%2BEilish/Billie%2520Eilish_1_1_1594138954.jpg?itok=3-71Dfxh,true,bad guy
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,record of the year,hey ma,bon iver,"BJ Burton, Brad Cook, Chris Messina & Justin Vernon, producers; BJ Burton, Zach Hanson & Chris Messina, engineers/mixers; Greg Calbi, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bon%2BIver/Bon%2520Iver_1_1_1578385181.jpg?itok=_M1hc5Ux,true,hey ma
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,record of the year,7 rings,ariana grande,"Charles Anderson, Tommy Brown, Michael Foster & Victoria Monet, producers; Serban Ghenea, John Hanes, Billy Hickey & Brendan Morawski, engineers/mixers; Randy Merrill, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ariana%2BGrande/Ariana%2520Grande_1_1_1578384678.jpg?itok=Amj90j13,true,7 rings
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,record of the year,hard place,her,"Rodney “Darkchild” Jerkins, producer; Joseph Hurtado, Jaycen Joshua, Derek Keota & Miki Tsutsumi, engineers/mixers; Colin Leonard, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/H.E.R./H.E.R._1_1_1594631035.jpg?itok=ClJe-2MN,true,hard place
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,record of the year,talk,khalid,"Disclosure & Denis Kosiak, producers; Ingmar Carlson, Jon Castelli, Josh Deguzman, John Kercy, Denis Kosiak, Guy Lawrence & Michael Romero, engineers/mixers; Dale Becker, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Khalid/Khalid_1_1_1594578772.jpg?itok=2HxjAT-X,true,talk
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,record of the year,old town road,lil nas x featuring billy ray cyrus,"Andrew ""VoxGod"" Bolooki, Jocelyn “Jozzy” Donald & YoungKio, producers; Andrew ""VoxGod"" Bolooki, Cinco & Joe Grasso, engineers/mixers; Eric Lagg, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Montero%2BLamar%2BHill/Lil%2520Nas%2520X_1_1_1581656760.jpg?itok=_YR6dOjI,true,old town road
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,record of the year,truth hurts,lizzo,"Ricky Reed & Tele, producers; Chris Galland, Manny Marroquin & Ethan Shumaker, engineers/mixers; Chris Gehringer, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Lizzo/Lizzo_1_1_1583931631.jpg?itok=Gm2FQx4s,true,truth hurts
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,record of the year,sunflower,post malone swae lee,"Louis Bell & Carter Lang, producers; Louis Bell & Manny Marroquin, engineers/mixers; Mike Bozzi, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Post%2BMalone/Post%2520Malone_1_1_1594910341.jpg?itok=HCyRm13g,true,sunflower
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,song of the year,bad guy,,"Billie Eilish O'Connell & Finneas O'Connell, songwriters (Billie Eilish)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Billie%2BEilish/Billie%2520Eilish_1_1_1594138954.jpg?itok=3-71Dfxh,true,bad guy
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,song of the year,always remember us this way,,"Natalie Hemby, Lady Gaga, Hillary Lindsey & Lori McKenna, songwriters (Lady Gaga)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Natalie%2BHemby/Natalie%2520Hemby_1_1_1591113039.jpg?itok=AKF_O3V1,true,always remember us this way
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,song of the year,bring my flowers now,,"Brandi Carlile, Phil Hanseroth, Tim Hanseroth & Tanya Tucker, songwriters (Tanya Tucker)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Brandi%2BCarlile/Brandi%2520Carlile_1_1_1597247043.jpg?itok=5265JEVE,true,bring my flowers now
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,song of the year,hard place,,"Ruby Amanfu, Sam Ashworth, D. Arcelious Harris, H.E.R. & Rodney Jerkins, songwriters (H.E.R.)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ruby%2BAmanfu/Ruby%2520Amanfu_1_1_1575355707.jpg?itok=b5G4Hn8y,true,hard place
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,song of the year,lover,,"Taylor Swift, songwriter (Taylor Swift)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Taylor%2BSwift/Taylor%2520Swift_1_1_1588259933.jpg?itok=faoR37HC,true,lover
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,song of the year,norman fing rockwell,,"Jack Antonoff & Lana Del Rey, songwriters (Lana Del Rey)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/jack.png?itok=qPWzu57c,true,norman fing rockwell
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,song of the year,someone you loved,,"Tom Barnes, Lewis Capaldi, Pete Kelleher, Benjamin Kohn & Sam Roman, songwriters (Lewis Capaldi)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Lewis%2BCapaldi/Lewis%2520Capaldi_1_1_1581553214.jpg?itok=9PpWeGPh,true,someone you loved
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,song of the year,truth hurts,,"Steven Cheung, Eric Frederic, Melissa Jefferson & Jesse Saint John, songwriters (Lizzo)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Steven%2BCheung/Steven%2520Cheung_1_1_1596098104.jpg?itok=txAgP8_T,true,truth hurts
1988,31st Annual GRAMMY Awards  (1988),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,best contemporary folk recording,tracy chapman,tracy chapman,,,true,tracy chapman
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best dance recording,got to keep on,the chemical brothers,"The Chemical Brothers, producers; Steve Dub Jones & Tom Rowlands, mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/The%2BChemical%2BBrothers/The%2520Chemical%2520Brothers_1_1_1578387427.jpg?itok=d4bO6Tpl,true,got to keep on
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best dance recording,linked,bonobo,"Simon Green, producer; Simon Green & Frank Merritt, mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bonobo/Bonobo_1_1_1578387014.jpg?itok=6Xx-KaEA,true,linked
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best dance recording,piece of your heart,meduza featuring goodboys,"Simone Giani, Luca De Gregorio & Mattia Vitale, producers; Simone Giani, Luca De Gregorio & Mattia Vitale, mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Meduza/Meduza_1_1_1581656767.jpg?itok=bUt2_QoP,true,piece of your heart
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best dance recording,underwater,rfs du sol,"Jason Evigan & RÜFÜS DU SOL, producers; Cassian Stewart-Kasimba, mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/R%25C3%25BCf%25C3%25BCs%2BDu%2BSol/R%25C3%259CF%25C3%259CS%2520DU%2520SOL_1_1_1581551768.jpg?itok=i-NFBuVl,true,underwater
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best dance recording,midnight hour,skrillex boys noize ty dolla ign,"Boys Noize & Skrillex, producers; Tom Norris & Skrillex, mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Skrillex/Skrillex_1_1_1579166214.jpg?itok=SbT7rssq,true,midnight hour
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best rock song,this land,,"Gary Clark Jr., songwriter (Gary Clark Jr.)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/garyclarkjr-spotlight-590678766.png?itok=Wc9C6JCI,true,this land
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best rock song,fear inoculum,,"Danny Carey, Justin Chancellor, Adam Jones & Maynard James Keenan, songwriters (Tool)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Maynard%2BJames%2BKeenan/Maynard%2520James%2520Keenan_1_1_1581619260.jpg?itok=TAz5w4WM,true,fear inoculum
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best rock song,give yourself a try,,"George Daniel, Adam Hann, Matthew Healy & Ross MacDonald, songwriters (The 1975)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Adam%2BHann/Adam%2520Hann_1_1_1581652677.jpg?itok=vc_NxDk4,true,give yourself a try
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best rock song,harmony hall,,"Ezra Koenig, songwriter (Vampire Weekend)",,true,harmony hall
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best rock song,history repeats,,"Brittany Howard, songwriter (Brittany Howard)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Brittany%2BHoward/Brittany%2520Howard_1_1_1595867701.jpg?itok=xSAUCrab,true,history repeats
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best rb song,say so,,"PJ Morton, songwriter (PJ Morton Featuring JoJo)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/PJ%2BMorton/PJ%2520Morton_1_1_1581553476.jpg?itok=jl8z_7qP,true,say so
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best rb song,couldve been,,"Dernst Emile II, David “Swagg R’Celious” Harris, H.E.R. & Hue “Soundzfire” Strother, songwriters (H.E.R. Featuring Bryson Tiller)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/H.E.R./H.E.R._1_1_1594631035.jpg?itok=ClJe-2MN,true,couldve been
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best rb song,look at me now,,"Emily King & Jeremy Most, songwriters (Emily King)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Emily%2BKing/Emily%2520King_1_1_1580223533.jpg?itok=DTv0-T6H,true,look at me now
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best rb song,no guidance,,"Chris Brown, Tyler James Bryant, Nija Charles, Aubrey Graham, Anderson Hernandez, Joshua Huizar, Michee Patrick Lebrun, Noah Shebib & Teddy Walton, songwriters (Chris Brown Featuring Drake)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/chrisbrown-spotlight-514044766.png?itok=xc5pU0If,true,no guidance
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best rb song,roll some mo,,"David Brown, Dernst Emile II & Peter Lee Johnson, songwriters (Lucky Daye)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/David%2BBrown/David%2520Brown_1_1_1597180238.jpg?itok=hsYrRs_5,true,roll some mo
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best rap song,a lot,,"Jermaine Cole, Dacoury Natche, 21 Savage & Anthony White, songwriters (21 Savage Featuring J. Cole)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/J.%2BCole/J.%2520Cole_1_1_1597064506.jpg?itok=55BZ0_qa,true,a lot
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best rap song,bad idea,,"Chancelor Bennett, Cordae Dunston, Uforo Ebong & Daniel Hackett, songwriters (YBN Cordae Featuring Chance The Rapper)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Chancelor%2BBennett/Chance%2520The%2520Rapper_1_1_1581551756.jpg?itok=sD2KjlWQ,true,bad idea
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best rap song,gold roses,,"Noel Cadastre, Aubrey Graham, Anderson Hernandez, Khristopher Riddick-Tynes, William Leonard Roberts II, Joshua Quinton Scruggs, Leon Thomas III & Ozan Yildirim, songwriters (Rick Ross Featuring Drake)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Drake/Drake_1_1_1594066654.jpg?itok=SV_b8VHJ,true,gold roses
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best rap song,racks in the middle,,"Ermias Asghedom, Dustin James Corbett, Greg Allen Davis, Chauncey Hollis, Jr. & Rodrick Moore, songwriters (Nipsey Hussle Featuring Roddy Ricch & Hit-Boy)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/nispey_hussle.jpg?itok=5_wRiQ7t,true,racks in the middle
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best rap song,suge,,"DaBaby, Jetsonmade & Pooh Beatz, songwriters (DaBaby)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/DaBaby/DaBaby_1_1_1594126736.jpg?itok=Wlzj10nP,true,suge
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best country song,bring my flowers now,,"Brandi Carlile, Phil Hanseroth, Tim Hanseroth & Tanya Tucker, songwriters (Tanya Tucker)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Brandi%2BCarlile/Brandi%2520Carlile_1_1_1597247043.jpg?itok=5265JEVE,true,bring my flowers now
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best country song,girl goin nowhere,,"Jeremy Bussey & Ashley McBryde, songwriters (Ashley McBryde)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ashley%2BMcBryde/Ashley%2520McBryde_1_1_1594938725.jpg?itok=wUjMc0xL,true,girl goin nowhere
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best country song,it all comes out in the wash,,"Miranda Lambert, Hillary Lindsey, Lori McKenna & Liz Rose, songwriters (Miranda Lambert)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Miranda%2BLambert/Miranda%2520Lambert_1_1_1594893267.jpg?itok=7i4nOIkz,true,it all comes out in the wash
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best country song,some of it,,"Eric Church, Clint Daniels, Jeff Hyde & Bobby Pinson, songwriters (Eric Church)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Eric%2BChurch/Eric%2520Church_1_1_1578385050.jpg?itok=L8iXKdL8,true,some of it
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best country song,speechless,,"Shay Mooney, Jordan Reynolds, Dan Smyers & Laura Veltz, songwriters (Dan + Shay)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/shay.png?itok=2Y7jXV4J,true,speechless
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best gospel performancesong,love theory,,"Kirk Franklin; Kirk Franklin, songwriter",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kirk%2BFranklin/Kirk%2520Franklin_1_1_1594733609.jpg?itok=ZJTAta8d,true,love theory
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best gospel performancesong,talkin bout jesus,,"Gloria Gaynor Featuring Yolanda Adams; Bryan Fowler, Gloria Gaynor & Chris Stevens, songwriters",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Gloria%2BGaynor/Gloria%2520Gaynor_1_1_1578387145.jpg?itok=pSaCbtAb,true,talkin bout jesus
1959,2nd Annual GRAMMY Awards  (1959),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,song of the year,the battle of new orleans,,"Jimmy Driftwood, songwriter (Jimmy Driftwood)",,true,the battle of new orleans
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best gospel performancesong,see the light,,Travis Greene Featuring Jekalyn Carr,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Travis%2BGreene/Travis%2520Greene_1_1_1594731107.jpg?itok=83_FyGXE,true,see the light
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best gospel performancesong,speak the name,,Koryn Hawthorne Featuring Natalie Grant,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Koryn%2BHawthorne/Koryn%2520Hawthorne_1_1_1598877989.jpg?itok=j7KCOgMf,true,speak the name
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best gospel performancesong,this is a move live,,"Tasha Cobbs Leonard; Tony Brown, Brandon Lake, Tasha Cobbs Leonard & Nate Moore, songwriters",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Tasha%2BCobbs/Tasha%2520Cobbs_1_1_1578515138.jpg?itok=uTbk9-DV,true,this is a move live
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best contemporary christian music performancesong,god only knows,,"for KING & COUNTRY & Dolly Parton; Josh Kerr, Jordan Reynolds, Joel Smallbone, Luke Smallbone & Tedd Tjornhom, songwriters",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/For%2BKing%2B%2526%2BCountry/for%2520King%2520%2526%2520Country_1_1_1594893266.jpg?itok=vbdVBPd1,true,god only knows
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best contemporary christian music performancesong,only jesus,,"Casting Crowns; Mark Hall, Bernie Herms & Matthew West, songwriters",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Casting%2BCrowns/Casting%2520Crowns_1_1_1595967307.jpg?itok=-PNWYUFZ,true,only jesus
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best contemporary christian music performancesong,havent seen it yet,,"Danny Gokey; Danny Gokey, Ethan Hulse & Colby Wedgeworth, songwriters",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Danny%2BGokey/Danny%2520Gokey_1_1_1594724422.jpg?itok=9FIyBhj5,true,havent seen it yet
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best contemporary christian music performancesong,gods not done with you single version,,Tauren Wells,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Tauren%2BWells/Tauren%2520Wells_1_1_1596246202.jpg?itok=I2mZmwVY,true,gods not done with you single version
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best contemporary christian music performancesong,rescue story,,"Zach Williams; Ethan Hulse, Andrew Ripp, Jonathan Smith & Zach Williams, songwriters",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Zach%2BWilliams/Zach%2520Williams_1_1_1589203860.jpg?itok=-LP-eodk,true,rescue story
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best american roots song,call my name,,"Sarah Jarosz, Aoife O'Donovan & Sara Watkins, songwriters (I'm With Her)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Sarah%2BJarosz/Sarah%2520Jarosz_1_1_1575363986.jpg?itok=txLxLeAv,true,call my name
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best american roots song,black myself,,"Amythyst Kiah, songwriter (Our Native Daughters)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Amythyst%2BKiah/Amythyst%2520Kiah_1_1_1588264798.jpg?itok=ox4LVp63,true,black myself
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best american roots song,crossing to jerusalem,,"Rosanne Cash & John Leventhal, songwriters (Rosanne Cash)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Rosanne%2BCash/Rosanne%2520Cash_1_1_1588845547.jpg?itok=mmORB3u0,true,crossing to jerusalem
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best american roots song,faraway look,,"Dan Auerbach, Pat McLaughlin & Yola, songwriters (Yola)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Dan%2BAuerbach/Dan%2520Auerbach_1_1_1578387081.jpg?itok=fGq5X2vP,true,faraway look
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best american roots song,i dont wanna ride the rails no more,,"Vince Gill, songwriter (Vince Gill)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Vince%2BGill/Vince%2520Gill_1_1_1581551728.jpg?itok=aB96wKgE,true,i dont wanna ride the rails no more
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best song written for visual media,ill never love again film version,,"Natalie Hemby, Lady Gaga, Hillary Lindsey & Aaron Raitiere, songwriters (Lady Gaga & Bradley Cooper)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Natalie%2BHemby/Natalie%2520Hemby_1_1_1591113039.jpg?itok=AKF_O3V1,true,ill never love again film version
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best song written for visual media,the ballad of the lonesome cowboy,,"Randy Newman, songwriter (Chris Stapleton)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Randy%2BNewman/Randy%2520Newman_1_1_1578414625.jpg?itok=lN9Qxxrp,true,the ballad of the lonesome cowboy
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best song written for visual media,girl in the movies,,"Dolly Parton & Linda Perry, songwriters (Dolly Parton)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Dolly%2BParton/Dolly%2520Parton_1_1_1581552316.jpg?itok=1Iad2upT,true,girl in the movies
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best song written for visual media,spirit,,"Beyoncé Knowles-Carter, Timothy McKenzie & Ilya Salmanzadeh, songwriters (Beyoncé)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Beyonc%25C3%25A9%2BKnowles/Beyonc%25C3%25A9_1_1_1597674429.jpg?itok=1jKGWBfF,true,spirit
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best song written for visual media,suspirium,,"Thom Yorke, songwriter (Thom Yorke)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/thom_yorke.png?itok=YO27DEeb,true,suspirium
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best recording package,chris cornell,,"Barry Ament, Jeff Ament & Joe Spix, art directors (Chris Cornell)",,true,chris cornell
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best recording package,annimas resilientes,,"Luisa María Arango, Carlos Dussan, Manuel García-Orozco & Juliana Jaramillo-Buenaventura, art directors (Voces Del Bullerengue)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Manuel%2BGarc%25C3%25ADa-Orozco/Manuel%2520Garc%25C3%25ADa-Orozco_1_1_1596098081.jpg?itok=HKHgzC2j,true,annimas resilientes
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best recording package,hold that tiger,,"Andrew Wong & Fongming Yang, art directors (The Muddy Basin Ramblers)",,true,hold that tiger
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best recording package,ii,,"Aaron Anderson & Eric Timothy Carlson, art directors (Bon Iver)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Aaron%2BAnderson/Aaron%2520Anderson_1_1_1581563827.jpg?itok=p18V84Gu,true,ii
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best recording package,intellexual,,"Irwan Awalludin, art director (Intellexual)",,true,intellexual
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best remixed recording,i rise tracy youngs pride intro radio remix,,"Tracy Young, remixer (Madonna)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Tracy%2BYoung/Tracy%2520Young_1_1_1581552189.jpg?itok=xLTitZ7X,true,i rise tracy youngs pride intro radio remix
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best remixed recording,mothers daughter wuki remix,,"Wuki, remixer (Miley Cyrus)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Wuki/Wuki_1_1_1581552657.jpg?itok=CSZyknvP,true,mothers daughter wuki remix
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best remixed recording,the one high contrast remix,,"Lincoln Barrett, remixer (Jorja Smith)",,true,the one high contrast remix
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best remixed recording,swim ford remix,,"Luc Bradford, remixer (Mild Minds)",,true,swim ford remix
